url,year,title,author,date,file_path
https://www.federalreserve.gov/newsevents/speech/files/powell20170107a.pdf,2017,Low Interest Rates and the Financial System,Governor Jerome H. Powell,2017-01-07,2017\Low Interest Rates and the Financial System_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20170117a.pdf,2017,Monetary Policy in a Time of Uncertainty,Governor Lael Brainard,2017-01-17,2017\Monetary Policy in a Time of Uncertainty_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20170118a.pdf,2017,The Goals of Monetary Policy and How We Pursue Them,Chair Janet L. Yellen,2017-01-18,2017\The Goals of Monetary Policy and How We Pursue The_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20170119a.pdf,2017,The Economic Outlook and the Conduct of Monetary Policy,Chair Janet L. Yellen,2017-01-19,2017\The Economic Outlook and the Conduct of Monetary P_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/fischer20170211a.pdf,2017,"""I'd Rather Have Bob Solow Than an Econometric Model, But ...""",Vice Chairman Stanley Fischer,2017-02-11,2017\I'd Rather Have Bob Solow Than an Econometric Mode_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20170222a.pdf,2017,The Economic Outlook and Monetary Policy,Governor Jerome H. Powell,2017-02-22,2017\The Economic Outlook and Monetary Policy_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20170301a.pdf,2017,Transitions in the Outlook and Monetary Policy,Governor Lael Brainard,2017-03-01,2017\Transitions in the Outlook and Monetary Policy_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20170303a.pdf,2017,From Adding Accommodation to Scaling It Back,Chair Janet L. Yellen,2017-03-03,2017\From Adding Accommodation to Scaling It Back_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20170328a.pdf,2017,America's Central Bank: The History and Structure of the Federal Reserve,Governor Jerome H. Powell,2017-03-28,2017\America's Central Bank The History and Structure o_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20170328a.pdf,2017,Addressing Workforce Development Challenges in Low-Income Communities,Chair Janet L. Yellen,2017-03-28,2017\Addressing Workforce Development Challenges in Low_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/tarullo20170404a.pdf,2017,Departing Thoughts,Governor Daniel K. Tarullo,2017-04-04,2017\Departing Thoughts_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/fischer20170417a.pdf,2017,Monetary Policy Expectations and Surprises,Vice Chairman Stanley Fischer,2017-04-17,2017\Monetary Policy Expectations and Surprises_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/fischer20170419a.pdf,2017,International Effects of Recent Policy Tightening,Vice Chairman Stanley Fischer,2017-04-19,2017\International Effects of Recent Policy Tightening_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20170420a.pdf,2017,Brief Remarks,Governor Jerome H. Powell,2017-04-20,2017\Brief Remarks_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20170428a.pdf,2017,Where Do Banks Fit in the Fintech Stack?,Governor Lael Brainard,2017-04-28,2017\Where Do Banks Fit in the Fintech Stack_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20170505a.pdf,2017,So We All Can Succeed: 125 Years of Women's Participation in the Economy,Chair Janet L. Yellen,2017-05-05,2017\So We All Can Succeed 125 Years of Women's Partici_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/fischer20170505a.pdf,2017,Committee Decisions and Monetary Policy Rules,Vice Chairman Stanley Fischer,2017-05-05,2017\Committee Decisions and Monetary Policy Rules_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20170522a.pdf,2017,Why Opportunity and Inclusion Matter to America’s Economic Strength,Governor Lael Brainard,2017-05-22,2017\Why Opportunity and Inclusion Matter to America’s _2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20170530a.pdf,2017,Navigating the Different Signals from Inflation and Unemployment,Governor Lael Brainard,2017-05-30,2017\Navigating the Different Signals from Inflation an_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20170601a.pdf,2017,Thoughts on the Normalization of Monetary Policy,Governor Jerome H. Powell,2017-06-01,2017\Thoughts on the Normalization of Monetary Policy_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/fischer20170620a.pdf,2017,Housing and Financial Stability,Vice Chairman Stanley Fischer,2017-06-20,2017\Housing and Financial Stability_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20170623a.pdf,2017,Central Clearing and Liquidity,Governor Jerome H. Powell,2017-06-23,2017\Central Clearing and Liquidity_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20170626a.pdf,2017,Remarks,Governor Jerome H. Powell,2017-06-26,2017\Remarks_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/fischer20170627a.pdf,2017,An Assessment of Financial Stability in the United States,Vice Chairman Stanley Fischer,2017-06-27,2017\An Assessment of Financial Stability in the United_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/fischer20170706a.pdf,2017,Government Policy and Labor Productivity,Vice Chairman Stanley Fischer,2017-07-06,2017\Government Policy and Labor Productivity_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20170706a.pdf,2017,The Case for Housing Finance Reform,Governor Jerome H. Powell,2017-07-06,2017\The Case for Housing Finance Reform_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20170713a.pdf,2017,Cross-Border Spillovers of Balance Sheet Normalization,Governor Lael Brainard,2017-07-13,2017\Cross-Border Spillovers of Balance Sheet Normaliza_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20170728a.pdf,2017,Strengthening Diversity in Economics,Governor Lael Brainard,2017-07-28,2017\Strengthening Diversity in Economics_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/fischer20170731a.pdf,2017,The Low Level of Global Real Interest Rates,Vice Chairman Stanley Fischer,2017-07-31,2017\The Low Level of Global Real Interest Rates_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20170825a.pdf,2017,Financial Stability a Decade after the Onset of the Crisis,Chair Janet L. Yellen,2017-08-25,2017\Financial Stability a Decade after the Onset of th_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20170830a.pdf,2017,The Role of Boards at Large Financial Firms,Governor Jerome H. Powell,2017-08-30,2017\The Role of Boards at Large Financial Firms_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20170905a.pdf,2017,Understanding the Disconnect between Employment and Inflation with a Low Neutral Rate,Governor Lael Brainard,2017-09-05,2017\Understanding the Disconnect between Employment an_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20170926a.pdf,2017,"Inflation, Uncertainty, and Monetary Policy",Chair Janet L. Yellen,2017-09-26,"2017\Inflation, Uncertainty, and Monetary Policy_2017.pdf"
https://www.federalreserve.gov/newsevents/speech/files/brainard20170926a.pdf,2017,Why Persistent Employment Disparities Matter for the Economy's Health,Governor Lael Brainard,2017-09-26,2017\Why Persistent Employment Disparities Matter for t_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20170927a.pdf,2017,Labor Market Disparities and Economic Performance,Governor Lael Brainard,2017-09-27,2017\Labor Market Disparities and Economic Performance_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20171004a.pdf,2017,Welcoming Remarks,Chair Janet L. Yellen,2017-10-04,2017\Welcoming Remarks_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20171005a.pdf,2017,Treasury Markets and the TMPG,Governor Jerome H. Powell,2017-10-05,2017\Treasury Markets and the TMPG_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20171012a.pdf,2017,Prospects for Emerging Market Economies in a Normalizing Global Economy,Governor Jerome H. Powell,2017-10-12,2017\Prospects for Emerging Market Economies in a Norma_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20171012a.pdf,2017,Rethinking Monetary Policy in a New Normal,Governor Lael Brainard,2017-10-12,2017\Rethinking Monetary Policy in a New Normal_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20171015a.pdf,2017,The U.S. Economy and Monetary Policy,Chair Janet L. Yellen,2017-10-15,2017\The U.S. Economy and Monetary Policy_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20171018a.pdf,2017,Financial Innovation: A World in Transition,Governor Jerome H. Powell,2017-10-18,2017\Financial Innovation A World in Transition_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20171020a.pdf,2017,A Challenging Decade and a Question for the Future,Chair Janet L. Yellen,2017-10-20,2017\A Challenging Decade and a Question for the Future_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20171102a.pdf,2017,Introductory Remarks,Governor Jerome H. Powell,2017-11-02,2017\Introductory Remarks_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/yellen20171107a.pdf,2017,Remarks accepting the 2017 Paul H. Douglas Award for Ethics in Government,Chair Janet L. Yellen,2017-11-07,2017\Remarks accepting the 2017 Paul H. Douglas Award f_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20171115a.pdf,2017,Regional Food Systems and Community Development,Governor Lael Brainard,2017-11-15,2017\Regional Food Systems and Community Development_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20171116a.pdf,2017,Where Do Consumers Fit in the Fintech Stack?,Governor Lael Brainard,2017-11-16,2017\Where Do Consumers Fit in the Fintech Stack_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20171130a.pdf,2017,Thoughts on Prudent Innovation in the Payment System,Vice Chairman for Supervision Randal K. Quarles,2017-11-30,2017\Thoughts on Prudent Innovation in the Payment Syst_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20171213a.pdf,2017,Workforce Development in Today's Economy,Governor Lael Brainard,2017-12-13,2017\Workforce Development in Today's Economy_2017.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20180119a.pdf,2018,Early Observations on Improving the Effectiveness of Post-Crisis Regulation,Vice Chairman for Supervision Randal K. Quarles,2018-01-19,2018\Early Observations on Improving the Effectiveness _2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20180213a.pdf,2018,Remarks at the Ceremonial Swearing-in,Chairman Jerome H. Powell,2018-02-13,2018\Remarks at the Ceremonial Swearing-in_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20180222a.pdf,2018,The U.S. Economy after the Global Financial Crisis,Vice Chairman for Supervision Randal K. Quarles,2018-02-22,2018\The U.S. Economy after the Global Financial Crisis_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20180226b.pdf,2018,Brief Thoughts on the Financial Regulatory System and Cybersecurity,Vice Chairman for Supervision Randal K. Quarles,2018-02-26,2018\Brief Thoughts on the Financial Regulatory System _2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20180226a.pdf,2018,An Assessment of the U.S. Economy,Vice Chairman for Supervision Randal K. Quarles,2018-02-26,2018\An Assessment of the U.S. Economy_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20180305a.pdf,2018,The Federal Reserve’s Regulatory Agenda for Foreign Banking Organizations: What Lies Ahead for Enhanced Prudential Standards and the Volcker Rule,Vice Chairman for Supervision Randal K. Quarles,2018-03-05,2018\The Federal Reserve’s Regulatory Agenda for Foreig_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20180306a.pdf,2018,Navigating Monetary Policy as Headwinds Shift to Tailwinds,Governor Lael Brainard,2018-03-06,2018\Navigating Monetary Policy as Headwinds Shift to T_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20180326a.pdf,2018,The Roles of Consumer Protection and Small Business Access to Credit in Financial Inclusion,Vice Chairman for Supervision Randal K. Quarles,2018-03-26,2018\The Roles of Consumer Protection and Small Busines_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20180403a.pdf,2018,An Update on the Federal Reserve's Financial Stability Agenda,Governor Lael Brainard,2018-04-03,2018\An Update on the Federal Reserve's Financial Stabi_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20180406a.pdf,2018,The Outlook for the U.S. Economy,Chairman Jerome H. Powell,2018-04-06,2018\The Outlook for the U.S. Economy_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20180417a.pdf,2018,Community Development in Baltimore and A Few Observations on Community Reinvestment Act Modernization,Governor Lael Brainard,2018-04-17,2018\Community Development in Baltimore and A Few Obser_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20180419a.pdf,2018,Safeguarding Financial Resilience through the Cycle,Governor Lael Brainard,2018-04-19,2018\Safeguarding Financial Resilience through the Cycl_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20180508a.pdf,2018,Monetary Policy Influences on Global Financial Conditions and International Capital Flows,Chairman Jerome H. Powell,2018-05-08,2018\Monetary Policy Influences on Global Financial Con_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20180515a.pdf,2018,"Cryptocurrencies, Digital Currencies, and Distributed Ledger Technologies: What Are We Learning?",Governor Lael Brainard,2018-05-15,"2018\Cryptocurrencies, Digital Currencies, and Distribu_2018.pdf"
https://www.federalreserve.gov/newsevents/speech/files/quarles20180516a.pdf,2018,Trust Everyone--But Brand Your Cattle: Finding the Right Balance in Cross-Border Resolution,Vice Chairman for Supervision Randal K. Quarles,2018-05-16,2018\Trust Everyone--But Brand Your Cattle Finding the _2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20180518a.pdf,2018,Keeping Community at the Heart of the Community Reinvestment Act,Governor Lael Brainard,2018-05-18,2018\Keeping Community at the Heart of the Community Re_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20180525a.pdf,2018,Financial Stability and Central Bank Transparency,Chairman Jerome H. Powell,2018-05-25,2018\Financial Stability and Central Bank Transparency_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20180531a.pdf,2018,Sustaining Full Employment and Inflation around Target,Governor Lael Brainard,2018-05-31,2018\Sustaining Full Employment and Inflation around Ta_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20180627a.pdf,2018,America's Vital Interest in Global Efforts to Promote Financial Stability,Vice Chairman for Supervision Randal K. Quarles,2018-06-27,2018\America's Vital Interest in Global Efforts to Prom_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20180718a.pdf,2018,Getting It Right: Factors for Tailoring Supervision and Regulation of Large Financial Institutions,Vice Chairman for Supervision Randal K. Quarles,2018-07-18,2018\Getting It Right Factors for Tailoring Supervision_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20180824a.pdf,2018,Monetary Policy in a Changing Economy,Chairman Jerome H. Powell,2018-08-24,2018\Monetary Policy in a Changing Economy_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20180912a.pdf,2018,What Do We Mean by Neutral and What Role Does It Play in Monetary Policy?,Governor Lael Brainard,2018-09-12,2018\What Do We Mean by Neutral and What Role Does It P_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20180927a.pdf,2018,Brief Remarks on the U.S. Economy,Chairman Jerome H. Powell,2018-09-27,2018\Brief Remarks on the U.S. Economy_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20181002a.pdf,2018,Monetary Policy and Risk Management at a Time of Low Inflation and Low Unemployment,Chairman Jerome H. Powell,2018-10-02,2018\Monetary Policy and Risk Management at a Time of L_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20181003a.pdf,2018,Supporting Fast Payments for All,Governor Lael Brainard,2018-10-03,2018\Supporting Fast Payments for All_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20181004a.pdf,2018,Trends in Urban and Rural Community Banks,Vice Chairman for Supervision Randal K. Quarles,2018-10-04,2018\Trends in Urban and Rural Community Banks_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20181015a.pdf,2018,Community Investment in Denver,Governor Lael Brainard,2018-10-15,2018\Community Investment in Denver_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20181017a.pdf,2018,FinTech and the Search for Full Stack Financial Inclusion,Governor Lael Brainard,2018-10-17,2018\FinTech and the Search for Full Stack Financial In_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20181018a.pdf,2018,Don’t Chase the Needles: An Optimistic Assessment of the Economic Outlook and Monetary Policy,Vice Chairman for Supervision Randal K. Quarles,2018-10-18,2018\Don’t Chase the Needles An Optimistic Assessment o_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/clarida20181025a.pdf,2018,Outlook for the U.S. Economy and Monetary Policy,Vice Chairman Richard H. Clarida,2018-10-25,2018\Outlook for the U.S. Economy and Monetary Policy_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20181109a.pdf,2018,A New Chapter in Stress Testing,Vice Chairman for Supervision Randal K. Quarles,2018-11-09,2018\A New Chapter in Stress Testing_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20181113a.pdf,2018,What Are We Learning about Artificial Intelligence in Financial Services?,Governor Lael Brainard,2018-11-13,2018\What Are We Learning about Artificial Intelligence_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20181116a.pdf,2018,Beginning Stress Testing’s New Chapter,Vice Chairman for Supervision Randal K. Quarles,2018-11-16,2018\Beginning Stress Testing’s New Chapter_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/clarida20181127a.pdf,2018,Data Dependence and U.S. Monetary Policy,Vice Chairman Richard H. Clarida,2018-11-27,2018\Data Dependence and U.S. Monetary Policy_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20181128a.pdf,2018,The Federal Reserve's Framework for Monitoring Financial Stability,Chairman Jerome H. Powell,2018-11-28,2018\The Federal Reserve's Framework for Monitoring Fin_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20181203a.pdf,2018,Celebrating Excellence in Community Development,Chairman Jerome H. Powell,2018-12-03,2018\Celebrating Excellence in Community Development_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20181203a.pdf,2018,The Structure of the Treasury Market:  What Are We Learning?,Governor Lael Brainard,2018-12-03,2018\The Structure of the Treasury Market  What Are We _2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20181205a.pdf,2018,Banks as Vital Infrastructure for Rural Communities of the West,Vice Chairman for Supervision Randal K. Quarles,2018-12-05,2018\Banks as Vital Infrastructure for Rural Communitie_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20181207a.pdf,2018,Assessing Financial Stability over the Cycle,Governor Lael Brainard,2018-12-07,2018\Assessing Financial Stability over the Cycle_2018.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20190109a.pdf,2019,Insurance Supervision and International Engagement,Vice Chairman for Supervision Randal K. Quarles,2019-01-09,2019\Insurance Supervision and International Engagement_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/clarida20190110a.pdf,2019,Monetary Policy Outlook for 2019,Vice Chairman Richard H. Clarida,2019-01-10,2019\Monetary Policy Outlook for 2019_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20190201a.pdf,2019,Strengthening the Community Reinvestment Act: What Are We Learning?,Governor Lael Brainard,2019-02-01,2019\Strengthening the Community Reinvestment Act What _2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20190206a.pdf,2019,Inviting Participation: The Public's Role in Stress Testing's Next Chapter,Vice Chairman for Supervision Randal K. Quarles,2019-02-06,2019\Inviting Participation The Public's Role in Stress_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20190210a.pdf,2019,Ideas of Order: Charting a Course for the Financial Stability Board,Vice Chairman for Supervision and Chair of the Financial Stability Board Randal K. Quarles,2019-02-10,2019\Ideas of Order Charting a Course for the Financial_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/bowman20190211a.pdf,2019,A Conversation on Community Banking,Governor Michelle W. Bowman,2019-02-11,2019\A Conversation on Community Banking_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20190212a.pdf,2019,Encouraging Economic Development in High-Poverty Rural Communities,Chairman Jerome H. Powell,2019-02-12,2019\Encouraging Economic Development in High-Poverty R_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20190222a.pdf,2019,The Future of the Federal Reserve's Balance Sheet,Vice Chairman for Supervision Randal K. Quarles,2019-02-22,2019\The Future of the Federal Reserve's Balance Sheet_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20190223a.pdf,2019,Is Economics for Me? Increasing the Participation of Black Women in Economics,Governor Lael Brainard,2019-02-23,2019\Is Economics for Me Increasing the Participation o_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20190307a.pdf,2019,Navigating Cautiously,Governor Lael Brainard,2019-03-07,2019\Navigating Cautiously_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/powell20190308a.pdf,2019,Monetary Policy: Normalization and the Road Ahead,Chair Jerome H. Powell,2019-03-08,2019\Monetary Policy Normalization and the Road Ahead_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/brainard20190312a.pdf,2019,The Community Reinvestment Act: How Can We Preserve What Works and Make it Better?,Governor Lael Brainard,2019-03-12,2019\The Community Reinvestment Act How Can We Preserve_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/bowman20190328a.pdf,2019,Agriculture and Community Banking,Governor Michelle W. Bowman,2019-03-28,2019\Agriculture and Community Banking_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/clarida20190328a.pdf,2019,Global Shocks and the U.S. Economy,Vice Chair Richard H. Clarida,2019-03-28,2019\Global Shocks and the U.S. Economy_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20190328a.pdf,2019,The Financial Stability Board in 2019,Vice Chair for Supervision and Chair of the Financial Stability Board Randal K. Quarles,2019-03-28,2019\The Financial Stability Board in 2019_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/quarles20190329a.pdf,2019,Frameworks for the Countercyclical Capital Buffer,Vice Chair for Supervision Randal K. Quarles,2019-03-29,2019\Frameworks for the Countercyclical Capital Buffer_2019.pdf
https://www.federalreserve.gov/newsevents/speech/files/bowman20190402a.pdf,2019,Fostering Closer Supervisory Communication,Governor Michelle W. Bowman,2019-04-02,2019\Fostering Closer Supervisory Communication_2019.pdf
